date,min_level,avg_level,max_level
2019-12-01,0.303,0.307,0.311
2019-12-02,0.293,0.295,0.298
2019-12-03,0.291,0.296,0.299
2019-12-04,0.289,0.290,0.291
2019-12-05,0.312,0.318,0.359
2019-12-06,0.879,1.037,1.177
2019-12-07,0.554,0.601,0.705
2019-12-08,0.940,1.220,1.603
2019-12-09,1.084,1.389,1.603
2019-12-10,0.502,0.652,0.942
2019-12-11,0.592,0.768,1.030
2019-12-12,0.649,0.727,0.790
2019-12-13,0.498,0.633,1.419
2019-12-14,0.290,0.928,1.435
2019-12-15,0.046,0.216,0.479
2019-12-16,-0.272,-0.233,-0.149
2019-12-17,0.467,0.476,0.488
2019-12-18,0.462,0.483,0.502
2019-12-19,0.571,0.862,1.705
2019-12-20,0.759,0.955,1.247
2019-12-21,0.615,0.696,0.782
2019-12-22,0.508,0.548,0.589
2019-12-23,0.489,0.859,1.417
2019-12-24,0.553,0.626,0.755
2019-12-25,0.526,0.569,0.595
2019-12-26,0.413,0.437,0.472
2019-12-27,0.404,0.420,0.446
2019-12-28,0.559,0.663,0.795
2019-12-29,0.499,0.607,0.696
2019-12-30,0.417,0.449,0.498
2019-12-31,0.386,0.401,0.417
2020-01-01,0.389,0.403,0.419
2020-01-02,0.342,0.349,0.361
2020-01-03,0.415,0.440,0.456
2020-01-04,0.389,0.429,0.456
2020-01-05,0.390,0.399,0.410
2020-01-06,0.356,0.369,0.441
2020-01-07,0.452,0.466,0.499
2020-01-08,0.426,0.446,0.468
2020-01-09,0.502,0.599,0.758
2020-01-10,0.415,0.426,0.443
2020-01-11,0.676,0.852,1.317
2020-01-12,0.604,0.661,0.808
2020-01-13,0.500,0.553,0.631
2020-01-14,0.526,0.664,0.940
2020-01-15,0.405,0.427,0.457
2020-01-16,0.374,0.387,0.408
2020-01-17,0.470,0.559,0.818
2020-01-18,0.457,0.464,0.470
2020-01-19,0.423,0.438,0.458
2020-01-20,0.378,0.384,0.390
2020-01-21,0.351,0.354,0.358
2020-01-22,0.513,0.643,0.885
2020-01-23,0.454,0.475,0.512
2020-01-24,0.509,0.578,0.607
2020-01-25,0.440,0.512,0.607
2020-01-26,0.423,0.471,0.575
2020-01-27,0.459,0.480,0.505
2020-01-28,0.404,0.416,0.513
2020-01-29,0.747,0.845,1.018
2020-01-30,0.618,0.740,0.899
2020-01-31,0.498,0.534,0.571
2020-02-01,0.510,0.537,0.634
2020-02-02,0.482,0.597,0.923
2020-02-03,0.531,0.584,0.636
2020-02-04,0.479,0.505,0.529
2020-02-05,0.410,0.424,0.443
2020-02-06,0.372,0.383,0.392
2020-02-07,0.350,0.357,0.364
2020-02-08,0.402,0.544,0.629
2020-02-09,1.186,1.515,1.699
2020-02-10,0.713,0.760,0.881
2020-02-11,0.749,0.951,1.094
2020-02-12,0.540,0.578,0.636
2020-02-13,0.492,0.509,0.543
2020-02-14,0.480,0.515,0.619
2020-02-15,0.471,0.530,0.868
2020-02-16,0.562,0.696,0.934
2020-02-17,0.506,0.564,0.658
2020-02-18,0.684,0.761,0.799
2020-02-19,0.506,0.541,0.599
2020-02-20,0.968,1.299,1.543
2020-02-21,0.640,0.708,0.803
2020-02-22,0.869,0.978,1.129
2020-02-23,0.710,1.031,1.304
2020-02-24,0.593,0.618,0.648
2020-02-25,0.736,1.005,1.187
2020-02-26,0.702,0.747,0.869
2020-02-27,0.634,0.684,0.708
2020-02-28,0.590,0.634,0.683
2020-02-29,0.824,1.222,1.639
2020-03-01,0.940,1.159,1.524
2020-03-02,0.543,0.575,0.647
2020-03-03,0.472,0.486,0.511
2020-03-04,0.441,0.465,0.494
2020-03-10,0.707,0.828,0.929
2020-03-11,0.521,0.568,0.700
2020-03-12,0.511,0.527,0.548
2020-03-13,0.478,0.579,0.715
2020-03-14,0.455,0.472,0.494
2020-03-15,0.513,0.552,0.628
2020-03-16,0.422,0.440,0.466
2020-03-17,0.488,0.549,0.637
2020-03-18,0.588,0.683,0.836
2020-03-19,0.476,0.485,0.503
2020-03-20,0.390,0.404,0.422
2020-03-21,0.358,0.365,0.374
2020-03-22,0.333,0.339,0.346
2020-03-23,0.316,0.320,0.325
2020-03-24,0.307,0.308,0.310
2020-03-25,0.303,0.305,0.309
2020-03-26,0.267,0.334,0.338
2020-03-27,0.313,0.318,0.324
2020-03-28,0.297,0.302,0.307
2020-03-29,0.283,0.287,0.292
2020-03-30,0.275,0.276,0.278
2020-03-31,0.265,0.268,0.270
2020-04-01,0.260,0.262,0.263
2020-04-02,0.265,0.269,0.275
2020-04-03,0.271,0.273,0.275
2020-04-04,0.265,0.268,0.270
2020-04-05,0.259,0.261,0.262
2020-04-06,0.256,0.258,0.262
2020-04-07,0.247,0.252,0.253
2020-04-08,0.244,0.245,0.246
2020-04-09,0.244,0.246,0.250
2020-04-10,0.246,0.248,0.250
2020-04-11,0.246,0.250,0.256
2020-04-12,0.254,0.256,0.258
2020-04-13,0.241,0.245,0.250
2020-04-14,0.236,0.238,0.241
2020-04-15,0.233,0.234,0.235
2020-04-16,0.230,0.231,0.233
2020-04-17,0.228,0.229,0.230
2020-04-18,0.224,0.225,0.226
2020-04-19,0.222,0.222,0.222
2020-04-20,0.220,0.220,0.221
2020-04-21,0.217,0.218,0.219
2020-04-22,0.214,0.215,0.217
2020-04-23,0.213,0.214,0.214
2020-04-24,0.213,0.213,0.213
2020-04-25,0.212,0.213,0.213
2020-04-26,0.210,0.211,0.211
2020-04-27,0.209,0.210,0.210
2020-04-28,0.208,0.209,0.209
2020-04-29,0.208,0.208,0.208
2020-04-30,0.211,0.219,0.222
2020-05-01,0.219,0.226,0.245
2020-05-02,0.226,0.230,0.234
2020-05-03,0.214,0.218,0.221
2020-05-04,0.211,0.212,0.213
2020-05-05,0.209,0.210,0.211
2020-05-06,0.211,0.211,0.212
2020-05-07,0.211,0.211,0.211
2020-05-08,0.212,0.213,0.213
2020-05-09,0.212,0.213,0.213
2020-05-10,0.209,0.211,0.212
2020-05-11,0.206,0.207,0.208
2020-05-12,0.205,0.206,0.206
2020-05-13,0.206,0.206,0.206
2020-05-14,0.204,0.205,0.205
2020-05-15,0.202,0.203,0.204
2020-05-16,0.202,0.202,0.203
2020-05-17,0.202,0.203,0.208
2020-05-18,0.250,0.341,0.365
2020-05-19,0.340,0.426,0.500
2020-05-20,0.358,0.381,0.410
2020-05-21,0.314,0.323,0.336
2020-05-22,0.300,0.433,0.566
2020-05-23,0.412,0.431,0.464
2020-05-24,0.525,0.572,0.611
2020-05-25,0.401,0.431,0.467
2020-05-26,0.346,0.357,0.369
2020-05-27,0.306,0.316,0.326
2020-05-28,0.279,0.286,0.292
2020-05-29,0.259,0.263,0.270
2020-05-30,0.240,0.245,0.250
2020-05-31,0.227,0.230,0.235
2020-06-01,0.217,0.220,0.224
2020-06-02,0.211,0.211,0.212
2020-06-03,0.208,0.209,0.211
2020-06-04,0.205,0.206,0.206
2020-06-05,0.204,0.204,0.205
2020-06-06,0.199,0.202,0.205
2020-06-07,0.198,0.200,0.202
2020-06-08,0.195,0.196,0.197
2020-06-09,0.194,0.194,0.197
2020-06-10,0.197,0.202,0.208
2020-06-11,0.202,0.205,0.209
2020-06-12,0.196,0.198,0.202
2020-06-13,0.195,0.196,0.197
2020-06-14,0.194,0.195,0.195
2020-06-15,0.192,0.193,0.194
2020-06-16,0.190,0.191,0.191
2020-06-17,0.186,0.187,0.187
2020-06-18,0.185,0.186,0.186
2020-06-19,0.186,0.196,0.198
2020-06-20,0.194,0.196,0.197
2020-06-21,0.192,0.267,0.361
2020-06-22,0.309,0.322,0.355
2020-06-23,0.306,0.313,0.332
2020-06-24,0.344,0.359,0.364
2020-06-25,0.298,0.322,0.347
2020-06-26,0.285,0.289,0.296
2020-06-27,0.269,0.273,0.283
2020-06-28,0.359,1.210,1.799
2020-06-29,0.930,1.313,1.499
2020-06-30,0.542,0.589,0.651
2020-07-01,0.433,0.456,0.484
2020-07-02,0.361,0.379,0.397
2020-07-03,0.342,0.466,0.892
2020-07-04,0.525,0.639,0.926
2020-07-05,0.597,0.709,0.746
2020-07-06,0.448,0.524,0.615
2020-07-07,0.429,0.452,0.476
2020-07-08,0.361,0.392,0.427
2020-07-09,0.323,0.342,0.361
2020-07-10,0.305,0.314,0.322
2020-07-11,0.282,0.288,0.294
2020-07-12,0.269,0.274,0.282
2020-07-13,0.270,0.283,0.303
2020-07-14,0.300,0.307,0.350
2020-07-15,0.355,0.455,0.488
2020-07-16,0.447,0.469,0.496
2020-07-17,0.454,0.506,0.571
2020-07-18,0.367,0.415,0.472
2020-07-19,0.317,0.340,0.366
2020-07-20,0.300,0.307,0.317
2020-07-21,0.279,0.290,0.300
2020-07-22,0.278,0.321,0.389
2020-07-23,0.388,0.425,0.487
2020-07-24,0.377,0.417,0.626
2020-07-25,0.643,0.818,1.147
2020-07-26,0.505,0.596,0.701
2020-07-27,0.476,0.797,1.371
2020-07-28,0.476,0.574,0.740
2020-07-29,0.389,0.430,0.476
2020-07-30,0.380,0.649,1.023
2020-07-31,0.497,0.587,0.822
2020-08-01,0.444,0.475,0.497
2020-08-02,0.394,0.423,0.444
2020-08-03,0.355,0.374,0.393
2020-08-04,0.349,1.170,2.260
2020-08-05,0.576,0.852,1.638
2020-08-06,0.445,0.500,0.575
2020-08-07,0.415,0.458,0.549
2020-08-08,0.410,0.464,0.536
2020-08-09,0.355,0.381,0.409
2020-08-10,0.326,0.340,0.354
2020-08-11,0.309,0.318,0.326
2020-08-12,0.299,0.303,0.309
2020-08-13,0.285,0.289,0.292
2020-08-14,0.267,0.272,0.277
2020-08-15,0.258,0.262,0.267
2020-08-16,0.255,0.257,0.258
2020-08-17,0.249,0.253,0.260
2020-08-18,0.253,0.258,0.260
2020-08-19,0.247,0.250,0.253
2020-08-20,0.247,0.262,0.285
2020-08-21,0.259,0.488,0.792
2020-08-22,0.446,0.575,0.761
2020-08-23,0.379,0.408,0.446
2020-08-24,0.328,0.353,0.378
2020-08-25,0.322,0.375,0.510
2020-08-26,0.484,0.598,0.703
2020-08-27,0.437,0.544,0.760
2020-08-28,0.474,0.622,0.775
2020-08-29,0.371,0.418,0.473
2020-08-30,0.328,0.349,0.370
2020-08-31,0.304,0.317,0.328
2020-09-01,0.292,0.298,0.304
2020-09-02,0.290,0.487,1.021
2020-09-03,0.483,0.692,1.068
2020-09-04,0.413,0.440,0.480
2020-09-05,0.380,0.401,0.490
2020-09-06,0.443,0.510,0.551
2020-09-07,0.431,0.630,0.903
2020-09-08,0.519,0.600,0.703
2020-09-09,0.465,0.579,0.710
2020-09-10,0.388,0.431,0.633
2020-09-11,0.361,0.373,0.388
2020-09-12,0.356,0.478,1.216
2020-09-13,0.567,0.974,1.381
2020-09-14,0.422,0.477,0.563
2020-09-15,0.410,0.594,0.845
2020-09-16,0.433,0.491,0.592
2020-09-17,0.371,0.400,0.432
2020-09-18,0.338,0.355,0.371
2020-09-19,0.315,0.326,0.338
2020-09-20,0.301,0.308,0.315
2020-09-21,0.290,0.295,0.301
2020-09-22,0.284,0.292,0.362
2020-09-23,0.368,0.406,0.425
2020-09-26,0.276,0.280,0.284
2020-09-27,0.268,0.272,0.276
2020-09-28,0.266,0.270,0.273
2020-09-29,0.264,0.269,0.273
2020-09-30,0.264,0.996,1.895
2020-10-01,0.449,0.555,0.750
2020-10-02,0.373,0.407,0.448
2020-10-03,0.348,0.356,0.372
2020-10-04,0.357,0.775,1.233
2020-10-05,0.450,0.503,0.613
2020-10-06,0.470,0.582,0.916
2020-10-07,0.462,0.590,0.824
2020-10-08,0.439,0.449,0.460
2020-10-09,0.439,0.479,0.555
2020-10-10,0.512,0.646,0.808
2020-10-11,0.406,0.448,0.511
2020-10-12,0.394,0.398,0.405
2020-10-13,0.411,0.455,0.491
2020-10-14,0.364,0.384,0.410
2020-10-15,0.336,0.349,0.363
2020-10-16,0.317,0.326,0.336
2020-10-17,0.305,0.311,0.317
2020-10-18,0.298,0.301,0.305
2020-10-19,0.295,0.445,0.649
2020-10-20,0.404,1.256,1.769
2020-10-21,0.665,0.964,1.280
2020-10-22,0.479,0.549,0.663
2020-10-23,0.466,0.603,0.726
2020-10-24,0.577,0.738,0.926
2020-10-25,0.435,0.494,0.585
2020-10-26,0.433,0.592,0.722
2020-10-27,0.546,0.967,1.707
2020-10-28,0.536,0.667,1.014
2020-10-29,0.784,0.898,0.990
2020-10-30,0.597,0.783,1.086
2020-10-31,0.570,1.180,1.704
2020-11-01,0.674,0.933,1.371
2020-11-02,0.643,1.010,1.313
2020-11-03,0.920,1.428,2.107
2020-11-04,0.657,0.758,0.907
2020-11-05,0.525,0.549,0.573
2020-11-06,0.443,0.478,0.524
2020-11-07,0.395,0.416,0.442
2020-11-08,0.381,0.386,0.394
2020-11-09,0.362,0.372,0.381
2020-11-10,0.350,0.354,0.362
2020-11-11,0.350,0.855,1.770
2020-11-12,0.584,0.903,1.708
2020-11-13,0.567,0.731,0.962
2020-11-14,0.537,0.750,1.536
2020-11-15,0.739,0.947,1.472
2020-11-16,0.546,0.593,0.652
2020-11-17,0.620,0.719,0.839
2020-11-18,0.560,0.693,0.904
2020-11-19,0.469,0.551,0.686
2020-11-20,0.448,0.491,0.565
2020-11-21,0.563,0.950,1.317
2020-11-22,0.612,0.671,0.755
2020-11-23,0.560,0.609,0.689
2020-11-24,0.922,1.053,1.150
2020-11-25,0.574,0.667,0.860
2020-11-26,0.495,0.531,0.571
2020-11-27,0.416,0.440,0.470
2020-11-28,0.416,0.579,0.714
2020-11-29,0.443,0.470,0.506
2020-11-30,0.421,0.606,0.796
2020-12-01,0.440,0.492,0.578
2020-12-02,0.439,0.590,0.760
2020-12-03,0.614,0.786,0.947
2020-12-04,0.537,0.560,0.611
2020-12-05,0.487,0.588,0.712
2020-12-06,0.403,0.437,0.486
2020-12-07,0.364,0.382,0.403
2020-12-08,0.362,0.403,0.447
2020-12-09,0.447,0.492,0.571
2020-12-10,0.577,0.844,1.663
2020-12-11,0.904,1.259,1.809
2020-12-12,0.575,0.830,1.190
2020-12-13,0.520,0.976,2.288
2020-12-14,0.655,0.929,1.225
2020-12-15,0.516,0.572,0.652
2020-12-16,0.468,0.813,1.203
2020-12-17,0.545,0.655,0.857
2020-12-18,0.570,0.837,1.435
2020-12-19,0.625,0.707,0.862
2020-12-20,0.503,0.553,0.621
2020-12-21,0.447,0.538,0.752
2020-12-22,0.526,0.588,0.697
2020-12-23,0.438,0.463,0.490
2021-06-01,0.227,0.229,0.229
2021-06-02,0.220,0.223,0.227
2021-06-03,0.216,0.217,0.220
2021-06-04,0.214,0.215,0.217
2021-06-05,0.211,0.212,0.214
2021-06-06,0.211,0.211,0.211
2021-06-07,0.208,0.209,0.210
2021-06-08,0.205,0.206,0.207
2021-06-09,0.206,0.206,0.206
2021-06-10,0.208,0.208,0.208
2021-06-11,0.206,0.207,0.208
2021-06-12,0.203,0.205,0.206
2021-06-13,0.201,0.203,0.204
2021-06-14,0.206,0.287,0.390
2021-06-15,0.000,0.296,0.326
2021-06-16,0.286,0.294,0.316
2021-06-17,0.353,0.382,0.417
2021-06-18,0.294,0.306,0.322
2021-06-19,0.258,0.265,0.273
2021-06-20,0.232,0.239,0.248
2021-06-21,0.222,0.227,0.232
2021-06-22,0.214,0.217,0.221
2021-06-23,0.214,0.214,0.216
2021-06-24,0.215,0.221,0.254
2021-06-25,0.257,0.297,0.309
2021-06-26,0.251,0.264,0.282
2021-06-27,0.229,0.239,0.250
2021-06-28,0.218,0.222,0.229
2021-06-29,0.210,0.215,0.218
2021-06-30,0.206,0.207,0.209
2021-07-01,0.204,0.205,0.206
2021-07-02,0.199,0.202,0.204
2021-07-03,0.197,0.198,0.198
2021-07-04,0.196,0.196,0.197
2021-07-05,0.196,0.203,0.210
2021-07-06,0.208,0.209,0.210
2021-07-07,0.198,0.202,0.205
2021-07-08,0.195,0.196,0.197
2021-07-09,0.194,0.195,0.195
2021-07-10,0.192,0.194,0.194
2021-07-11,0.188,0.189,0.190
2021-07-12,0.188,0.188,0.188
2021-07-13,0.187,0.187,0.187
2021-07-14,0.186,0.187,0.187
2021-07-15,0.186,0.186,0.186
2021-07-16,0.186,0.186,0.186
2021-07-17,0.185,0.186,0.186
2021-07-18,0.183,0.184,0.185
2021-07-19,0.183,0.184,0.184
2021-07-20,0.183,0.183,0.183
2021-07-21,0.181,0.182,0.182
2021-07-22,0.181,0.181,0.181
2021-07-23,0.177,0.179,0.179
2021-07-24,0.177,0.178,0.178
2021-07-25,0.175,0.176,0.177
2021-07-26,0.175,0.175,0.175
2021-07-27,0.175,0.175,0.175
2021-07-28,0.175,0.179,0.182
2021-07-29,0.181,0.186,0.188
2021-07-30,0.185,0.186,0.188
2021-07-31,0.183,0.184,0.185
2021-08-01,0.182,0.183,0.183
2021-08-02,0.178,0.179,0.181
2021-08-03,0.173,0.176,0.178
2021-08-04,0.175,0.176,0.176
2021-08-05,0.186,0.189,0.197
2021-08-06,0.255,0.626,0.793
2021-08-07,0.396,0.571,0.936
2021-08-08,0.546,0.607,0.794
2021-08-09,0.407,0.480,0.588
2021-08-10,0.361,0.382,0.406
2021-08-11,0.318,0.326,0.337
2021-08-12,0.381,0.400,0.440
2021-08-13,0.353,0.365,0.381
2021-08-14,0.345,0.355,0.364
2021-08-15,0.303,0.314,0.329
2021-08-16,0.291,0.296,0.303
2021-08-17,0.291,0.310,0.336
2021-08-18,0.318,0.324,0.333
2021-08-19,0.304,0.311,0.316
2021-08-20,0.279,0.285,0.293
2021-08-21,0.294,0.380,0.552
2021-08-22,0.413,0.488,0.558
2021-08-23,0.381,0.395,0.412
2021-08-24,0.325,0.332,0.340
2021-08-25,0.276,0.290,0.303
2021-08-26,0.270,0.272,0.275
2021-08-27,0.257,0.259,0.262
2021-08-28,0.242,0.246,0.251
2021-08-29,0.235,0.239,0.242
2021-08-30,0.230,0.232,0.235
2021-08-31,0.221,0.224,0.228
2021-09-01,0.218,0.219,0.221
2021-09-02,0.209,0.212,0.215
2021-09-03,0.208,0.208,0.209
2021-09-04,0.206,0.207,0.208
2021-09-05,0.204,0.205,0.208
2021-09-06,0.208,0.211,0.214
2021-09-07,0.214,0.214,0.215
2021-09-08,0.214,0.214,0.215
2021-09-09,0.210,0.210,0.211
2021-09-10,0.211,0.217,0.219
2021-09-11,0.216,0.217,0.218
2021-09-12,0.216,0.217,0.217
2021-09-13,0.211,0.213,0.215
2021-09-14,0.214,0.218,0.226
2021-09-15,0.225,0.226,0.226
2021-09-16,0.218,0.220,0.222
2021-09-17,0.216,0.223,0.243
2021-09-18,0.307,0.333,0.359
2021-09-19,0.277,0.291,0.306
2021-09-20,0.263,0.270,0.277
2021-09-21,0.000,0.217,0.258
2021-09-22,0.237,0.240,0.244
2021-09-23,0.240,0.252,0.257
2021-09-24,0.257,0.342,0.437
2021-09-25,0.374,0.402,0.437
2021-09-26,0.370,0.410,0.706
2021-09-27,0.579,0.708,0.800
2021-09-28,0.418,0.483,0.577
2021-09-29,0.389,0.402,0.418
2021-09-30,0.366,0.837,1.247
2021-10-01,0.869,0.907,0.950
2021-10-02,0.681,0.783,0.970
2021-10-03,0.601,0.653,0.755
2021-10-04,0.555,0.595,0.637
2021-10-05,0.512,0.550,0.583
2021-10-06,0.416,0.439,0.465
2021-10-07,0.458,0.484,0.557
2021-10-08,0.709,0.795,0.925
2021-10-09,0.598,0.649,0.740
2021-10-10,0.546,0.609,0.697
2021-10-11,0.448,0.472,0.497
2021-10-12,0.420,0.429,0.446
2021-10-13,0.411,0.423,0.435
2021-10-14,0.371,0.384,0.396
2021-10-15,0.442,0.476,0.504
2021-10-16,0.378,0.391,0.409
2021-10-17,0.689,0.884,1.088
2021-10-18,0.620,0.653,0.703
2021-10-19,0.692,0.805,0.904
2021-10-20,0.598,0.675,0.762
2021-10-21,0.485,0.518,0.550
2021-10-22,0.433,0.439,0.447
2021-10-23,0.414,0.421,0.426
2021-10-24,0.711,0.930,1.122
2021-10-25,0.490,0.529,0.577
2021-10-26,0.536,0.586,0.645
2021-10-27,0.627,0.716,0.795
2021-10-28,0.554,0.594,0.631
2021-10-29,0.674,0.914,1.379
2021-10-30,0.578,0.806,0.997
2021-10-31,0.573,0.691,1.056
2021-11-01,0.620,0.687,0.771
2021-11-02,0.494,0.518,0.550
2021-11-03,0.436,0.458,0.480
2021-11-04,0.385,0.399,0.413
2021-11-05,0.369,0.370,0.371
2021-11-06,0.370,0.390,0.433
2021-11-07,0.453,0.494,0.543
2021-11-08,0.389,0.400,0.432
2021-11-09,0.562,0.606,0.640
2021-11-10,0.458,0.483,0.504
2021-11-11,0.396,0.456,0.716
2021-11-12,0.000,0.667,1.201
2021-11-13,0.000,0.064,0.695
2021-11-14,0.000,0.034,0.569
2021-11-15,0.000,0.403,0.831
2021-11-16,0.503,0.535,0.583
2021-11-17,0.000,0.400,0.586
2021-11-18,0.573,0.663,0.708
2021-11-19,0.516,0.566,0.630
2021-11-20,0.449,0.458,0.476
2021-11-21,0.443,0.462,0.477
2021-11-22,0.390,0.402,0.416
2021-11-23,0.364,0.371,0.378
2021-11-24,0.353,0.361,0.380
2021-11-25,0.360,0.371,0.381
2021-11-26,0.367,0.489,0.567
2021-11-27,0.409,0.440,0.480
2021-11-28,0.371,0.374,0.382
2021-11-29,0.358,0.366,0.374
2021-11-30,0.421,0.530,0.757
2021-12-01,0.751,1.143,1.852
2021-12-02,0.529,0.557,0.591
2021-12-03,0.468,0.490,0.511
2021-12-04,0.510,0.873,1.058
2021-12-05,0.565,0.612,0.674
2021-12-06,0.458,0.514,0.710
2021-12-07,0.716,0.789,0.899
2021-12-08,0.708,0.887,1.153
2021-12-09,0.525,0.553,0.591
2021-12-10,0.562,0.570,0.580
2021-12-11,0.518,0.539,0.608
2021-12-12,0.575,0.665,0.815
2021-12-13,0.552,0.560,0.575
2021-12-14,0.456,0.465,0.482
2021-12-15,0.456,0.461,0.464
2021-12-16,0.437,0.448,0.456
2021-12-17,0.416,0.422,0.428
2021-12-18,0.371,0.378,0.387
2021-12-19,0.356,0.359,0.361
2021-12-20,0.236,0.339,0.346
2021-12-21,0.325,0.328,0.330
2021-12-22,0.315,0.316,0.319
2021-12-23,0.382,0.582,0.675
2021-12-24,0.635,0.763,0.936
2021-12-25,0.459,0.495,0.538
2021-12-26,0.409,0.415,0.425
2021-12-27,0.437,0.540,0.585
2021-12-28,0.498,0.542,0.601
2021-12-29,0.434,0.681,1.612
2021-12-30,0.572,0.642,0.764
2021-12-31,0.505,0.520,0.538
2022-01-01,0.526,0.585,0.614
2022-01-02,0.448,0.471,0.502
2022-01-03,0.423,0.579,0.898
2022-01-04,0.512,0.566,0.645
2022-01-05,0.431,0.449,0.468
2022-01-06,0.394,0.442,0.684
2022-01-07,0.640,0.756,0.833
2022-01-08,0.653,1.030,1.477
2022-01-09,0.755,1.001,1.598
2022-01-10,0.624,0.690,0.839
2022-01-11,0.568,0.645,0.738
2022-01-12,0.458,0.482,0.510
2022-01-13,0.406,0.419,0.434
2022-01-14,0.387,0.391,0.394
2022-01-15,0.371,0.376,0.380
2022-01-16,0.360,0.366,0.371
2022-01-17,0.286,0.349,0.360
2022-01-18,0.330,0.335,0.339
2022-01-19,0.368,0.385,0.401
2022-01-20,0.359,0.371,0.385
2022-01-21,0.336,0.340,0.347
2022-01-22,0.338,0.366,0.403
2022-01-23,0.392,0.406,0.415
2022-01-24,0.351,0.361,0.371
2022-01-25,0.330,0.336,0.341
2022-01-26,0.324,0.325,0.327
2022-01-27,0.374,0.443,0.457
2022-01-28,0.373,0.390,0.412
2022-01-29,0.351,0.357,0.368
2022-01-30,0.347,0.357,0.368
2022-01-31,0.415,0.437,0.449
2022-02-01,0.471,0.674,0.764
2022-02-02,0.497,0.559,0.638
2022-02-03,0.482,0.507,0.547
2022-02-04,0.509,0.551,0.597
2022-02-05,0.490,0.512,0.588
2022-02-06,0.735,0.791,0.906
2022-02-07,0.551,0.596,0.686
2022-02-08,0.706,0.901,1.103
2022-02-09,0.616,0.649,0.675
2022-02-10,0.655,0.839,1.064
2022-02-11,0.543,0.622,0.742
2022-02-12,0.599,0.667,0.714
2022-02-13,0.487,0.515,0.611
2022-02-14,0.588,0.673,0.743
2022-02-15,0.502,0.628,0.750
2022-02-16,0.605,0.777,0.999
2022-02-17,0.555,0.649,0.794
2022-02-18,0.487,0.522,0.610
2022-02-19,0.655,0.684,0.718
2022-02-20,0.748,1.203,1.541
2022-02-21,0.678,0.769,0.866
2022-02-22,0.541,0.585,0.642
2022-02-23,0.499,0.527,0.566
2022-02-24,0.531,0.543,0.559
2022-02-25,0.668,0.739,0.803
2022-02-26,0.544,0.610,0.686
2022-02-27,0.433,0.457,0.486
2022-02-28,0.418,0.519,0.559
2022-03-01,0.423,0.442,0.466
2022-03-02,0.391,0.398,0.405
2022-03-03,0.803,0.954,1.124
2022-03-04,0.438,0.502,0.604
2022-03-05,0.383,0.406,0.437
2022-03-06,0.354,0.367,0.383
2022-03-07,0.341,0.346,0.353
2022-03-08,0.323,0.329,0.334
2022-03-09,0.356,0.386,0.397
2022-03-10,0.643,0.726,0.864
2022-03-11,0.484,0.538,0.622
2022-03-12,0.568,0.661,0.778
2022-03-13,0.486,0.532,0.583
2022-03-14,0.437,0.473,0.801
2022-03-15,0.531,0.628,0.785
2022-03-16,0.495,0.579,0.625
2022-03-17,0.455,0.471,0.490
2022-03-18,0.406,0.422,0.441
2022-03-19,0.367,0.377,0.387
2022-03-20,0.337,0.344,0.353
2022-03-21,0.316,0.321,0.327
2022-03-22,0.302,0.306,0.310
2022-03-23,0.291,0.294,0.297
2022-03-24,0.283,0.284,0.287
2022-03-25,0.276,0.278,0.280
2022-03-26,0.267,0.269,0.272
2022-03-27,0.259,0.262,0.264
2022-03-28,0.254,0.255,0.257
2022-03-29,0.250,0.251,0.252
2022-03-30,0.243,0.245,0.246
2022-03-31,0.236,0.239,0.241
2022-04-01,0.234,0.234,0.235
2022-04-02,0.233,0.233,0.234
2022-04-03,0.229,0.231,0.233
2022-04-04,0.366,0.518,0.548
2022-04-05,0.495,0.798,1.131
2022-04-06,0.661,0.835,1.051
2022-04-07,0.556,0.615,0.651
2022-04-08,0.415,0.443,0.475
2022-04-09,0.356,0.368,0.383
2022-04-10,0.323,0.331,0.341
2022-04-11,0.303,0.309,0.314
2022-04-12,0.287,0.290,0.295
2022-04-13,0.296,0.302,0.305
2022-04-14,0.296,0.299,0.302
2022-04-15,0.290,0.292,0.295
2022-04-16,0.310,0.313,0.314
2022-04-17,0.300,0.304,0.310
2022-04-18,0.327,0.334,0.339
2022-04-19,0.306,0.314,0.324
2022-04-20,0.287,0.292,0.297
2022-04-21,0.000,0.268,0.279
2022-04-22,0.253,0.259,0.264
2022-04-23,0.249,0.251,0.253
2022-04-24,0.241,0.242,0.244
2022-04-25,0.235,0.237,0.239
2022-04-26,0.231,0.232,0.233
2022-04-27,0.228,0.229,0.230
2022-04-28,0.224,0.225,0.226
2022-04-29,0.222,0.223,0.223
2022-04-30,0.220,0.221,0.226
2022-05-01,0.360,0.438,0.481
2022-05-02,0.340,0.363,0.391
2022-05-03,0.303,0.311,0.321
2022-05-04,0.304,0.414,0.471
2022-05-05,0.373,0.397,0.427
2022-05-06,0.383,0.474,0.633
2022-05-07,0.438,0.461,0.501
2022-05-08,0.360,0.377,0.397
2022-05-09,0.330,0.334,0.340
2022-05-10,0.580,0.757,1.056
2022-05-11,0.439,0.456,0.484
2022-05-12,0.379,0.395,0.416
2022-05-13,0.400,0.439,0.449
2022-05-14,0.376,0.389,0.403
2022-05-15,0.342,0.346,0.354
2022-05-16,0.343,0.366,0.525
2022-05-17,0.487,0.517,0.580
2022-05-18,0.681,1.012,1.829
2022-05-19,0.549,0.648,0.722
